{'': '0', 'Unnamed: 0': '0.0', 'customerID': '7590-VHVEG', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': '', 'tenure': 1.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 29.85, 'TotalCharges': 29.85, 'prediction': 1.0}
{'': '6219', 'Unnamed: 0': '6219.0', 'customerID': '1496-GGSUK', 'gender': 'Female', 'SeniorCitizen': '1.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 1.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 25.7, 'TotalCharges': 25.7, 'prediction': 1.0}
{'': '6220', 'Unnamed: 0': '6220.0', 'customerID': '6434-TTGJP', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 10.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 53.7, 'TotalCharges': 0.0, 'prediction': 0.0}
{'': '6221', 'Unnamed: 0': '6221.0', 'customerID': '0042-JVWOJ', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 26.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'One year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 19.6, 'TotalCharges': 471.85, 'prediction': 0.0}
{'': '6222', 'Unnamed: 0': '6222.0', 'customerID': '0130-SXOUN', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 66.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 89.4, 'TotalCharges': 5976.9, 'prediction': 0.0}
{'': '6223', 'Unnamed: 0': '6223.0', 'customerID': '2575-GFSOE', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 7.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 69.0, 'TotalCharges': 506.9, 'prediction': 0.0}
{'': '6224', 'Unnamed: 0': '6224.0', 'customerID': '2330-PQGDQ', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 51.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'One year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 84.2, 'TotalCharges': 4299.75, 'prediction': 0.0}
{'': '6225', 'Unnamed: 0': '6225.0', 'customerID': '1452-UZOSF', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 72.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'No', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 106.1, 'TotalCharges': 7548.6, 'prediction': 0.0}
{'': '6226', 'Unnamed: 0': '6226.0', 'customerID': '2097-YVPKN', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 65.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 25.75, 'TotalCharges': 1654.75, 'prediction': 0.0}
{'': '6227', 'Unnamed: 0': '6227.0', 'customerID': '2842-JTCCU', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 2.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 46.05, 'TotalCharges': 80.35, 'prediction': 1.0}
{'': '6228', 'Unnamed: 0': '6228.0', 'customerID': '8597-CTXVJ', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'Yes', 'tenure': 70.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'DSL', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'One year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 64.95, 'TotalCharges': 4551.5, 'prediction': 0.0}
{'': '6229', 'Unnamed: 0': '6229.0', 'customerID': '6631-HMANX', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': '', 'tenure': 72.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 85.45, 'TotalCharges': 6227.5, 'prediction': 0.0}
{'': '6230', 'Unnamed: 0': '6230.0', 'customerID': '9962-BFPDU', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 1.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 20.05, 'TotalCharges': 20.05, 'prediction': 0.0}
{'': '6231', 'Unnamed: 0': '6231.0', 'customerID': '3296-SILRA', 'gender': 'Female', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 1.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 76.4, 'TotalCharges': 76.4, 'prediction': 1.0}
{'': '6232', 'Unnamed: 0': '6232.0', 'customerID': '9681-OXGVC', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 5.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 100.5, 'TotalCharges': 514.0, 'prediction': 1.0}
{'': '6233', 'Unnamed: 0': '6233.0', 'customerID': '6394-HHHZM', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 3.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 20.7, 'TotalCharges': 57.5, 'prediction': 0.0}
{'': '6234', 'Unnamed: 0': '6234.0', 'customerID': '5995-LFTLE', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 58.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 25.3, 'TotalCharges': 1474.35, 'prediction': 0.0}
{'': '6235', 'Unnamed: 0': '6235.0', 'customerID': '5180-UCIIQ', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 22.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 40.05, 'TotalCharges': 880.2, 'prediction': 0.0}
{'': '6236', 'Unnamed: 0': '6236.0', 'customerID': '1932-UEDCX', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 33.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 100.6, 'TotalCharges': 3270.25, 'prediction': 0.0}
{'': '6237', 'Unnamed: 0': '6237.0', 'customerID': '7153-OANIO', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 1.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 69.95, 'TotalCharges': 69.95, 'prediction': 1.0}
{'': '6238', 'Unnamed: 0': '6238.0', 'customerID': '5188-HGMLP', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 54.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 74.0, 'TotalCharges': 3919.15, 'prediction': 0.0}
{'': '6239', 'Unnamed: 0': '6239.0', 'customerID': '0665-XHDJU', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 72.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 99.4, 'TotalCharges': 7285.7, 'prediction': 0.0}
{'': '6240', 'Unnamed: 0': '6240.0', 'customerID': '6521-YYTYI', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'Yes', 'tenure': 1.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 93.3, 'TotalCharges': 93.3, 'prediction': 1.0}
{'': '6241', 'Unnamed: 0': '6241.0', 'customerID': '8878-HMWBV', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 3.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 49.15, 'TotalCharges': 169.05, 'prediction': 1.0}
{'': '6242', 'Unnamed: 0': '6242.0', 'customerID': '8265-HKSOW', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 72.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 107.45, 'TotalCharges': 7658.3, 'prediction': 0.0}
{'': '6243', 'Unnamed: 0': '6243.0', 'customerID': '3544-FBCAS', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 72.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'DSL', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 83.6, 'TotalCharges': 5959.3, 'prediction': 0.0}
{'': '6244', 'Unnamed: 0': '6244.0', 'customerID': '5331-RGMTT', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 54.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 99.05, 'TotalCharges': 5295.7, 'prediction': 0.0}
{'': '6245', 'Unnamed: 0': '6245.0', 'customerID': '4759-PXTAN', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 59.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'One year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 80.1, 'TotalCharges': 4693.2, 'prediction': 0.0}
{'': '6247', 'Unnamed: 0': '6247.0', 'customerID': '3428-MMGUB', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 60.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'No', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 89.55, 'TotalCharges': 5231.2, 'prediction': 0.0}
{'': '6248', 'Unnamed: 0': '6248.0', 'customerID': '6549-BTYPG', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 60.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 60.8, 'TotalCharges': 3603.45, 'prediction': 0.0}
{'': '6249', 'Unnamed: 0': '6249.0', 'customerID': '7823-JSOAG', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 3.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 74.5, 'TotalCharges': 217.45, 'prediction': 1.0}
{'': '6250', 'Unnamed: 0': '6250.0', 'customerID': '3705-RHRFR', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 69.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 99.15, 'TotalCharges': 6875.35, 'prediction': 0.0}
{'': '6251', 'Unnamed: 0': '6251.0', 'customerID': '9374-YOLBJ', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': '', 'Dependents': 'Yes', 'tenure': 1.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 19.25, 'TotalCharges': 19.25, 'prediction': 0.0}
{'': '6252', 'Unnamed: 0': '6252.0', 'customerID': '9074-KGVOX', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 50.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 39.45, 'TotalCharges': 2021.35, 'prediction': 0.0}
{'': '6253', 'Unnamed: 0': '6253.0', 'customerID': '6128-DAFVY', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 56.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Credit card (automatic)', 'MonthlyCharges': 44.85, 'TotalCharges': 2564.95, 'prediction': 0.0}
{'': '6254', 'Unnamed: 0': '6254.0', 'customerID': '9933-QRGTX', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 60.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 97.2, 'TotalCharges': 5611.75, 'prediction': 0.0}
{'': '6255', 'Unnamed: 0': '6255.0', 'customerID': '4476-OSWTN', 'gender': 'Male', 'SeniorCitizen': '1.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 69.0, 'PhoneService': 1, 'MultipleLines': 'Yes', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'Yes', 'OnlineBackup': 'No', 'DeviceProtection': 'Yes', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'One year', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 110.55, 'TotalCharges': 7610.1, 'prediction': 0.0}
{'': '6256', 'Unnamed: 0': '6256.0', 'customerID': '3751-KTZEL', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 1.0, 'PhoneService': 0, 'MultipleLines': 'No phone service', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'No', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'Yes', 'Contract': 'Month-to-month', 'PaperlessBilling': 'No', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 35.05, 'TotalCharges': 35.05, 'prediction': 1.0}
{'': '6257', 'Unnamed: 0': '6257.0', 'customerID': '1977-STDKI', 'gender': 'Female', 'SeniorCitizen': '1.0', 'Partner': 'No', 'Dependents': 'No', 'tenure': 1.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'Fiber optic', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'No', 'StreamingTV': 'No', 'StreamingMovies': 'No', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Electronic check', 'MonthlyCharges': 73.0, 'TotalCharges': 73.0, 'prediction': 1.0}
{'': '6258', 'Unnamed: 0': '6258.0', 'customerID': '5066-GFJMM', 'gender': 'Female', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'No', 'tenure': 3.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'No', 'OnlineSecurity': 'No internet service', 'OnlineBackup': 'No internet service', 'DeviceProtection': 'No internet service', 'TechSupport': 'No internet service', 'StreamingTV': 'No internet service', 'StreamingMovies': 'No internet service', 'Contract': 'Month-to-month', 'PaperlessBilling': 'Yes', 'PaymentMethod': 'Mailed check', 'MonthlyCharges': 19.9, 'TotalCharges': 45.75, 'prediction': 0.0}
{'': '6259', 'Unnamed: 0': '6259.0', 'customerID': '2661-GKBTK', 'gender': 'Male', 'SeniorCitizen': '0.0', 'Partner': 'Yes', 'Dependents': 'Yes', 'tenure': 60.0, 'PhoneService': 1, 'MultipleLines': 'No', 'InternetService': 'DSL', 'OnlineSecurity': 'No', 'OnlineBackup': 'Yes', 'DeviceProtection': 'No', 'TechSupport': 'Yes', 'StreamingTV': 'Yes', 'StreamingMovies': 'Yes', 'Contract': 'Two year', 'PaperlessBilling': 'No', 'PaymentMethod': 'Bank transfer (automatic)', 'MonthlyCharges': 76.95, 'TotalCharges': 4543.95, 'prediction': 0.0}
